row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
1181,Cameron Webb,House,0,VA-05,VA-05-webb_cameron-,webb,1,D,NA,NA,bryant,VA,VA-05-webb_bryant-,-0.968,-0.81,-0.968,VA05,47.3,2610,-0.95,-0.88,-0.99,0.33,0,0,0,NA,-0.870059059,0.5,-0.99,0.0353,2245,-0.88,0.0161,12852,0,24994,NA,1,0,-0.99,-0.88,0.17,-0.018,2020
1182,Ben Cline,House,1,VA-06,VA-06-cline_ben-,cline,1,R,0.716,2.370371298,benjamin,VA,VA-06-cline_benjamin-,1.234,1.418,1.246,VA06,64.59,2616,0.96,0.96,NA,1,0,1,0,1.39,1.392755366,0.5,NA,NA,NA,0.96,0.0136,13177,0,6850,NA,1,1,NA,0.96,0.83,0.274,2020
1183,Nicholas Betts,House,0,VA-06,VA-06-betts_nicholas-,betts,1,D,NA,NA,nicholas,VA,VA-06-betts_nicholas-,-1.032,-0.919,-1.032,VA06,35.29,2617,-0.82,NA,-0.82,0,0,0,0,NA,-0.870059059,0.5,-0.82,0.0647,720,NA,NA,NA,0,NA,NA,1,0,-0.82,NA,0.21,-0.212,2020
1184,Abigail Spanberger,House,1,VA-07,VA-07-spanberger_abigail-,spanberger,1,D,-0.173,-0.17968628,abigail,VA,VA-07-spanberger_abigail-,-0.933,-0.644,-0.944,VA07,50.82,2618,-0.26,-0.23,-0.31,0.63,0,0,1,-0.23,-0.225262134,0.5,-0.31,0.0332,2138,-0.23,0.0074,42131,0,55497,NA,1,0,-0.31,-0.23,0.4,-0.673,2020
1185,Nick Freitas,House,0,VA-07,VA-07-freitas_nick-,freitas,1,R,NA,NA,nick,VA,VA-07-freitas_nick-,1.456,1.728,1.456,VA07,49,2624,1.34,1.48,1.02,0.69,0,1,0,1.71,1.71459427,0.5,1.02,0.0923,215,1.48,0.0176,5728,0,30084,NA,1,1,1.02,1.48,0.91,0.116,2020
1186,Don Beyer,House,1,VA-08,VA-08-beyer_don-,beyer,1,D,-0.386,-1.382382695,donald,VA,VA-08-beyer_donald-,-0.687,-1.113,-0.724,VA08,75.79,2627,-1.13,-1.24,-0.85,0.71,0,0,0,-0.91,-0.914224092,0.5,-0.85,0.0473,1480,-1.24,0.0076,42479,0,6455,NA,1,0,-0.85,-1.24,0.13,0.443,2020
1187,Jeff Jordan,House,0,VA-08,VA-08-jordan_jeff-,jordan,1,R,NA,NA,jeff,VA,VA-08-jordan_jeff-,1.541,1.169,1.54,VA08,23.98,2629,1.19,NA,1.19,0,0,0,0,NA,1.034735001,0.5,1.19,0.0782,384,NA,NA,NA,0,NA,NA,1,1,1.19,NA,0.88,0.351,2020
1188,Morgan Griffith,House,1,VA-09,VA-09-griffith_morgan-,griffith,1,R,0.552,2.098789989,h morgan,VA,VA-09-griffith_h morgan-,1.11,1.127,1.173,VA09,93.98,2632,1.17,0.92,1.32,0.38,0,0,0,1.24,1.237691197,0.5,1.32,0.0456,732,0.92,0.0216,5195,0,2208,NA,1,1,1.32,0.92,0.88,-0.06,2020
1189,Aliscia Andrews,House,0,VA-10,VA-10-andrews_aliscia-,andrews,1,R,NA,NA,aliscia,VA,VA-10-andrews_aliscia-,1.514,1.117,1.501,VA10,43.37,2633,1.27,1.29,1.2,0.76,0,0,0,NA,1.034735001,0.5,1.2,0.0675,433,1.29,0.0123,15870,0,16496,NA,1,1,1.2,1.29,0.9,0.244,2020
1190,Jennifer Wexton,House,1,VA-10,VA-10-wexton_jennifer-,wexton,1,D,-0.412,-0.877832188,jennifer,VA,VA-10-wexton_jennifer-,-0.938,-1.013,-0.941,VA10,56.51,2636,-0.61,-0.53,-0.71,0.53,0,0,0,-0.63,-0.630038136,0.5,-0.71,0.0314,3140,-0.53,0.0081,41761,0,26267,NA,1,0,-0.71,-0.53,0.27,-0.328,2020
1191,Gerry Connolly,House,1,VA-11,VA-11-connolly_gerry-,connolly,1,D,-0.306,-1.06281335,gerry,VA,VA-11-connolly_gerry-,-0.678,-0.828,-0.762,VA11,71.39,2639,-0.93,-1.07,-0.82,0.44,0,0,0,-0.75,-0.748134978,0.5,-0.82,0.0392,2002,-1.07,0.0122,18418,0,3108,NA,1,0,-0.82,-1.07,0.18,0.252,2020
1192,Manga Anantatmula,House,0,VA-11,VA-11-anantatmula_manga-,anantatmula,1,R,NA,NA,manga,VA,VA-11-anantatmula_manga-,1.168,0.841,1.163,VA11,28.32,2640,0.99,NA,0.99,0,0,0,0,NA,1.034735001,0.5,0.99,0.0296,1931,NA,NA,NA,0,NA,NA,1,1,0.99,NA,0.84,0.178,2020
1193,Miriam Berry,House,0,VT-00,VT-00-berry_miriam-,berry,1,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651,1.08,NA,1.08,0,0,0,0,NA,1.034735001,0.5,1.08,0.05,751,NA,NA,NA,0,NA,NA,1,1,1.08,NA,0.86,NA,2020
1194,Peter Welch,House,1,VT-00,VT-00-welch_peter-,welch,1,D,-0.409,-1.891404648,peter,VT,VT-00-welch_peter-,-0.973,-1.15,-1.134,VT01,67.31,2652,-0.99,-0.84,-1.08,0.38,0,0,0,-1.21,-1.207728861,0.5,-1.08,0.0491,1143,-0.84,0.0188,8218,0,NA,NA,1,0,-1.08,-0.84,0.16,0.017,2020
1195,Jeffrey Beeler,House,0,WA-01,WA-01-beeler_jeffrey-,beeler,1,R,NA,NA,jeffrey,WA,WA-01-beeler_jeffrey-,1.435,NA,1.435,WA01,41.33,2657,0.94,NA,0.94,0,0,0,0,NA,1.034735001,0.5,0.94,0.0618,531,NA,NA,NA,0,NA,NA,1,1,0.94,NA,0.83,0.495,2020
1196,Suzan DelBene,House,1,WA-01,WA-01-delbene_suzan-,delbene,1,D,-0.28,-1.371609128,suzan,WA,WA-01-delbene_suzan-,-0.936,-0.888,-0.928,WA01,58.55,2662,-0.71,-0.67,-0.76,0.6,0,0,0,-0.91,-0.911149917,0.5,-0.76,0.0405,1770,-0.67,0.0096,31463,0,4206,NA,1,0,-0.76,-0.67,0.24,-0.226,2020
1197,Rick Larsen,House,1,WA-02,WA-02-larsen_rick-,larsen,1,D,-0.365,-1.112573451,rick,WA,WA-02-larsen_rick-,-0.689,-1.015,-0.799,WA02,63.09,2667,-0.51,-0.48,-0.63,0.81,0,0,0,-0.77,-0.77298392,0.5,-0.63,0.0646,664,-0.48,0.0093,33477,0,NA,NA,1,0,-0.63,-0.48,0.31,-0.179,2020
1198,Timothy Hazelo,House,0,WA-02,WA-02-hazelo_timothy-,hazelo,1,R,NA,NA,timothy,WA,WA-02-hazelo_timothy-,1.567,NA,1.565,WA02,36.67,2669,1.16,NA,1.16,0,0,0,0,NA,1.034735001,0.5,1.16,0.0521,910,NA,NA,NA,0,NA,NA,1,1,1.16,NA,0.88,0.407,2020
1199,Carolyn Long,House,0,WA-03,WA-03-long_carolyn-,long,1,D,NA,NA,carolyn,WA,WA-03-long_carolyn-,-0.993,-0.882,-1,WA03,43.39,2670,-0.58,-0.5,-0.64,0.4,0,0,0,NA,-0.870059059,0.5,-0.64,0.0402,1974,-0.5,0.0134,15291,0,8727,NA,1,0,-0.64,-0.5,0.28,-0.413,2020
1200,Jaime Herrera Beutler,House,1,WA-03,WA-03-herrerabeutler_jaime-,herrera-beutler,1,R,0.359,1.138214675,jaime,WA,WA-03-herrera-beutler_jaime-,1.044,0.725,1.239,WA03,56.37,2673,0.51,0.42,0.63,0.58,0,0,1,0.62,0.624027552,0.5,0.63,0.0432,764,0.42,0.014,12412,0,2659,NA,1,1,0.63,0.42,0.69,0.534,2020
1201,Dan Newhouse,House,1,WA-04,WA-04-newhouse_dan-,newhouse,1,R,0.349,1.440952586,dan,WA,WA-04-newhouse_dan-,0.704,0.612,0.827,WA04,66.21,2677,0.56,0.49,0.89,0.81,0,0,0,0.82,0.824051783,0.5,0.89,0.0648,446,0.49,0.0104,22800,0,NA,15591,1,1,0.89,0.49,0.71,0.144,2020
1202,Doug McKinley,House,0,WA-04,WA-04-mckinley_doug-,mckinley,1,D,NA,NA,douglas,WA,WA-04-mckinley_douglas-,-1.096,-1.154,-1.096,WA04,33.63,2678,-0.48,NA,-0.48,0,0,0,0,NA,-0.870059059,0.5,-0.48,0.0562,1045,NA,NA,NA,0,NA,NA,1,0,-0.48,NA,0.32,-0.616,2020
1203,Cathy McMorris Rodgers,House,1,WA-05,WA-05-mcmorrisrodgers_cathy-,mcmorris-rodgers,1,R,0.425,1.547870572,cathy,WA,WA-05-mcmorris-rodgers_cathy-,1.1,0.99,1.254,WA05,61.29,2684,0.95,1.03,0.76,0.72,0,0,0,0.89,0.893059848,0.5,0.76,0.0764,252,1.03,0.0171,7534,0,2551,NA,1,1,0.76,1.03,0.83,0.15,2020
1204,Dave Wilson,House,0,WA-05,WA-05-wilson_dave-,wilson,1,D,NA,NA,dave,WA,WA-05-wilson_dave-,-1.045,-1.161,-1.045,WA05,38.51,2686,-1.01,NA,-1.01,0,0,0,0,NA,-0.870059059,0.5,-1.01,0.1189,220,NA,NA,NA,0,NA,NA,1,0,-1.01,NA,0.16,-0.035,2020
1205,Derek Kilmer,House,1,WA-06,WA-06-kilmer_derek-,kilmer,1,D,-0.309,-1.079652043,derek,WA,WA-06-kilmer_derek-,-0.768,-0.975,-0.785,WA06,59.3,2689,-0.48,-0.31,-0.77,0.62,0,0,0,-0.76,-0.756284906,0.5,-0.77,0.0365,2284,-0.31,0.0075,44186,0,1950,NA,1,0,-0.77,-0.31,0.32,-0.288,2020
1206,Elizabeth Kreiselmaier,House,0,WA-06,WA-06-kreiselmaier_elizabeth-,kreiselmaier,1,R,NA,NA,elizabeth,WA,WA-06-kreiselmaier_elizabeth-,1.522,1.46,1.513,WA06,40.45,2690,1.05,NA,1.05,0,0,0,0,NA,1.034735001,0.5,1.05,0.0567,628,NA,NA,NA,0,NA,NA,1,1,1.05,NA,0.85,0.472,2020
1207,Craig Keller,House,0,WA-07,WA-07-keller_craig-,keller,1,R,NA,NA,craig,WA,WA-07-keller_craig-,1.493,1.72,1.529,WA07,16.77,2695,1.43,NA,1.43,0,0,0,0,NA,1.034735001,0.5,1.43,0.061,575,NA,NA,NA,0,NA,NA,1,1,1.43,NA,0.92,0.063,2020
1208,Pramila Jayapal,House,1,WA-07,WA-07-jayapal_pramila-,jayapal,1,D,-0.696,-2.279618044,pramila,WA,WA-07-jayapal_pramila-,-1.057,-1.543,-1.06,WA07,82.99,2697,-1.49,-1.61,-1.32,0.59,1,0,0,-1.44,-1.435657081,0.5,-1.32,0.0284,2442,-1.61,0.0061,41438,0,142625,NA,1,0,-1.32,-1.61,0.07,0.433,2020
1209,Jesse Jensen,House,0,WA-08,WA-08-jensen_jesse-,jensen,1,R,NA,NA,jesse,WA,WA-08-jensen_jesse-,1.358,0.968,1.317,WA08,48.15,2703,1.03,1.4,0.95,0.18,0,0,0,NA,1.034735001,0.5,0.95,0.0357,1822,1.4,0.0204,4760,0,2386,NA,1,1,0.95,1.4,0.85,0.328,2020
1210,Kim Schrier,House,1,WA-08,WA-08-schrier_kim-,schrier,1,D,-0.331,-0.746296399,kim,WA,WA-08-schrier_kim-,-1.027,-0.816,-1.035,WA08,51.71,2706,-0.38,-0.43,-0.36,0.31,0,0,0,-0.56,-0.557046407,0.5,-0.36,0.0328,2615,-0.43,0.0139,13855,0,10464,NA,1,0,-0.36,-0.43,0.35,-0.647,2020
1211,Adam Smith,House,1,WA-09,WA-09-smith_adam-,smith,1,D,-0.284,-1.487226516,d adam,WA,WA-09-smith_d adam-,-0.573,-0.93,-0.466,WA09,74.14,2708,-0.91,-0.94,-0.88,0.43,0,0,0,-0.97,-0.973796348,0.5,-0.88,0.0348,2666,-0.94,0.0109,23394,0,929,NA,1,0,-0.88,-0.94,0.18,0.337,2020
1212,Douglas Michael Basler,House,0,WA-09,WA-09-basler_douglas-,basler,1,R,NA,NA,douglas,WA,WA-09-basler_douglas-,1.532,1.322,1.602,WA09,25.7,2709,1.35,NA,1.35,0,0,0,0,NA,1.034735001,0.5,1.35,0.0845,220,NA,NA,NA,0,NA,NA,1,1,1.35,NA,0.91,0.182,2020
1213,Beth Doglio,House,0,WA-10,WA-10-doglio_beth-,doglio,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2712,-1.09,NA,-1.09,0,0,0,0,NA,-0.870059059,0.5,-1.09,0.0177,8187,NA,NA,NA,0,NA,NA,1,0,-1.09,NA,0.14,NA,2020
1214,Marilyn Strickland,House,0,WA-10,WA-10-strickland_marilyn-,strickland,1,D,NA,NA,marilyn,WA,WA-10-strickland_marilyn-,-0.745,-1.198,-0.792,WA10,49.33,2720,-0.91,-0.58,-1.04,0.28,0,0,0,NA,-0.870059059,0.5,-1.04,0.0413,1388,-0.58,0.0213,6407,0,3536,NA,1,0,-1.04,-0.58,0.18,0.165,2020
1215,Bryan Steil,House,1,WI-01,WI-01-steil_bryan-,steil,1,R,0.425,1.552461022,bryan,WI,WI-01-steil_bryan-,1.27,1.103,1.299,WI01,59.31,2733,0.85,0.84,0.88,0.82,0,0,0,0.9,0.896677034,0.5,0.88,0.0569,462,0.84,0.0102,24560,0,3148,NA,1,1,0.88,0.84,0.8,0.42,2020
1216,Roger Polack,House,0,WI-01,WI-01-polack_roger-,polack,1,D,NA,NA,roger,WI,WI-01-polack_roger-,-0.982,-1.16,-0.982,WI01,40.61,2737,-0.42,-0.73,-0.33,0.22,0,0,0,NA,-0.870059059,0.5,-0.33,0.0485,993,-0.73,0.0308,3232,0,1683,NA,1,0,-0.33,-0.73,0.34,-0.562,2020
1217,Mark Pocan,House,1,WI-02,WI-02-pocan_mark-,pocan,1,D,-0.543,-2.219196069,mark,WI,WI-02-pocan_mark-,-0.898,-1.343,-0.979,WI02,69.67,2739,-1.41,-1.42,-1.33,0.93,1,0,0,-1.4,-1.399699103,0.5,-1.33,0.0829,260,-1.42,0.0073,40254,0,20123,NA,1,0,-1.33,-1.42,0.08,0.512,2020
1218,Peter Theron,House,0,WI-02,WI-02-theron_peter-,theron,1,R,NA,NA,daniel,WI,WI-02-theron_daniel-,1.589,1.742,1.603,WI02,30.25,2740,0.73,NA,0.73,0,0,0,0,NA,1.034735001,0.5,0.73,0.0791,463,NA,NA,NA,0,NA,NA,1,1,0.73,NA,0.77,0.859,2020
1219,Derrick Van Orden,House,0,WI-03,WI-03-vanorden_derrick-,vanorden,1,R,NA,NA,derrick,WI,WI-03-vanorden_derrick-,1.533,1.131,1.503,WI03,48.64,2742,1.16,NA,1.16,0,0,0,0,NA,1.034735001,0.5,1.16,0.0955,307,NA,NA,NA,0,NA,NA,1,1,1.16,NA,0.88,0.373,2020
1220,Ron Kind,House,1,WI-03,WI-03-kind_ron-,kind,1,D,-0.262,-0.7993207,ronald,WI,WI-03-kind_ronald-,-0.57,-0.803,-0.71,WI03,51.3,2748,-0.22,-0.26,-0.2,0.36,0,0,0,-0.61,-0.607568775,0.5,-0.2,0.0467,919,-0.26,0.0198,6143,0,4283,NA,1,0,-0.2,-0.26,0.41,-0.35,2020
1221,Gwen Moore,House,1,WI-04,WI-04-moore_gwen-,moore,1,D,-0.529,-1.887061486,gwen,WI,WI-04-moore_gwen-,-0.7,-1.374,-0.737,WI04,74.65,2751,-1.14,-1.14,NA,1,0,0,0,-1.2,-1.201902967,0.5,NA,NA,NA,-1.14,0.0093,30952,0,3499,NA,1,0,NA,-1.14,0.13,0.44,2020
1222,Tim Rogers,House,0,WI-04,WI-04-rogers_tim-,rogers,1,R,NA,NA,tim,WI,WI-04-rogers_tim-,1.511,NA,1.542,WI04,22.7,2752,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
1223,Scott Fitzgerald,House,0,WI-05,WI-05-fitzgerald_scott-,fitzgerald,1,R,NA,NA,scott,WI,WI-05-fitzgerald_scott-,1.326,1.429,1.473,WI05,60.11,2754,1.07,1.07,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.07,0.0237,4132,0,1854,NA,1,1,NA,1.07,0.86,0.256,2020
1224,Tom Palzewicz,House,0,WI-05,WI-05-palzewicz_tom-,palzewicz,1,D,NA,NA,tom,WI,WI-05-palzewicz_tom-,-1.04,-1.162,-1.054,WI05,39.83,2755,-0.6,-0.85,-0.51,0.25,0,0,0,NA,-0.870059059,0.5,-0.51,0.0282,4087,-0.85,0.0134,16377,0,6651,NA,1,0,-0.51,-0.85,0.27,-0.44,2020
1225,Glenn Grothman,House,1,WI-06,WI-06-grothman_glenn-,grothman,1,R,0.616,2.19046282,glenn,WI,WI-06-grothman_glenn-,1.41,1.487,1.436,WI06,59.23,2756,1.05,1,1.13,0.64,0,0,0,1.29,1.290132936,0.5,1.13,0.044,939,1,0.0113,19579,0,1842,NA,1,1,1.13,1,0.85,0.36,2020
1226,Jessica King,House,0,WI-06,WI-06-king_jessica-,king,1,D,NA,NA,jessica,WI,WI-06-king_jessica-,-1.052,-1.103,-1.131,WI06,40.72,2757,-0.75,-0.78,-0.74,0.15,0,0,0,NA,-0.870059059,0.5,-0.74,0.0389,2057,-0.78,0.0277,4158,0,1239,NA,1,0,-0.74,-0.78,0.23,-0.302,2020
1227,Tom Tiffany,House,1,WI-07,WI-07-tiffany_tom-,tiffany,1,R,0.642,2.2002375,tom,WI,WI-07-tiffany_tom-,1.443,1.482,1.536,WI07,60.73,2762,1.29,1.3,1.28,0.62,0,0,0,1.3,1.297482567,0.5,1.28,0.0502,669,1.3,0.0124,12917,0,NA,NA,1,1,1.28,1.3,0.9,0.153,2020
1228,Tricia Zunker,House,0,WI-07,WI-07-zunker_tricia-,zunker,1,D,NA,NA,tricia,WI,WI-07-zunker_tricia-,-1.025,-1.116,-1.025,WI07,39.21,2763,-0.6,-0.64,-0.56,0.49,0,0,0,NA,-0.870059059,0.5,-0.56,0.0484,1178,-0.64,0.0148,13571,0,NA,NA,1,0,-0.56,-0.64,0.27,-0.425,2020
1229,Amanda Stuck,House,0,WI-08,WI-08-stuck_amanda-,stuck,1,D,NA,NA,amanda,WI,WI-08-stuck_amanda-,-1.005,-1.127,-1.081,WI08,35.79,2764,-0.49,-0.49,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-0.49,0.0523,967,0,1359,NA,1,0,NA,-0.49,0.31,-0.515,2020
1230,Mike Gallagher,House,1,WI-08,WI-08-gallagher_mike-,gallagher,1,R,0.444,1.518440569,michael,WI,WI-08-gallagher_michael-,1.048,0.981,1.116,WI08,64.18,2765,0.98,0.98,NA,1,0,0,0,0.88,0.878027428,0.5,NA,NA,NA,0.98,0.0103,22196,0,3711,NA,1,1,NA,0.98,0.84,0.068,2020
1231,David McKinley,House,1,WV-01,WV-01-mckinley_david-,mckinley,1,R,0.3,1.449259838,david,WV,WV-01-mckinley_david-,0.614,0.514,0.459,WV01,68.98,2769,0.64,0.62,0.7,0.73,0,0,0,0.83,0.830309983,0.5,0.7,0.0628,368,0.62,0.0145,12004,0,NA,31339,1,1,0.7,0.62,0.74,-0.026,2020
1232,Natalie Cline,House,0,WV-01,WV-01-cline_natalie-,cline,1,D,NA,NA,natalie,WV,WV-01-cline_natalie-,-1.02,-1.004,-1.02,WV01,31.02,2770,-0.82,-1.05,-0.7,0.33,0,0,0,NA,-0.870059059,0.5,-0.7,0.0583,872,-1.05,0.0248,5165,0,4565,NA,1,0,-0.7,-1.05,0.21,-0.2,2020
1233,Alex Mooney,House,1,WV-02,WV-02-mooney_alex-,mooney,1,R,0.578,2.066353628,alexander,WV,WV-02-mooney_alexander-,1.263,1.457,1.244,WV02,63.08,2772,1.02,0.97,1.07,0.54,0,0,0,1.22,1.219044367,0.5,1.07,0.0448,895,0.97,0.0134,12316,0,NA,16178,1,1,1.07,0.97,0.85,0.243,2020
1234,Cathy Kunkel,House,0,WV-02,WV-02-kunkel_cathy-,kunkel,1,D,NA,NA,catherine,WV,WV-02-kunkel_catherine-,-0.999,-1.126,-0.999,WV02,36.92,2773,-0.84,-0.89,-0.82,0.26,0,0,0,NA,-0.870059059,0.5,-0.82,0.0298,3257,-0.89,0.015,13384,0,2902,NA,1,0,-0.82,-0.89,0.2,-0.159,2020
1235,Carol Miller,House,1,WV-03,WV-03-miller_carol-,miller,1,R,0.459,1.799035017,carol,WV,WV-03-miller_carol-,1.043,1.012,1.07,WV03,71.34,2775,0.78,0.78,NA,1,0,0,0,1.05,1.049584007,0.5,NA,NA,NA,0.78,0.0158,9910,0,NA,8187,1,1,NA,0.78,0.78,0.263,2020
1236,Hilary Turner,House,0,WV-03,WV-03-turner_hilary-,turner,1,D,NA,NA,hilary,WV,WV-03-turner_hilary-,-0.99,-1.107,-0.99,WV03,28.66,2777,-1.22,-1.69,-0.86,0.44,0,0,0,NA,-0.870059059,0.5,-0.86,0.0796,441,-1.69,0.0182,4035,0,3285,NA,1,0,-0.86,-1.69,0.11,0.23,2020
1237,Liz Cheney,House,1,WY-00,WY-00-cheney_liz-,cheney,1,R,0.509,1.89997201,elizabeth,WY,WY-00-cheney_elizabeth-,0.621,0.67,1.311,WY01,68.56,2791,1.24,1.2,1.29,0.6,0,0,0,1.11,1.114681214,0.5,1.29,0.0566,628,1.2,0.0138,10926,0,137867,NA,1,1,1.29,1.2,0.89,-0.619,2020
1238,Lynnette Grey Bull,House,0,WY-00,WY-00-greybull_lynnette-,grey-bull,1,D,NA,NA,lynnette,WY,WY-00-grey-bull_lynnette-,-1.039,-1.145,-1.038,WY01,24.58,2792,-0.95,NA,-0.95,0,0,0,0,NA,-0.870059059,0.5,-0.95,0.0558,1025,NA,NA,NA,0,NA,NA,1,0,-0.95,NA,0.17,-0.089,2020
1239,Gerald Heikes,House,0,AK-00,AK-00-heikes_gerald-,heikes,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
1240,John Nelson,House,0,AK-00,AK-00-nelson_john-,nelson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.72,1.72,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.72,0.0393,924,0,36,NA,1,1,NA,1.72,0.96,NA,2020
1241,Ray Sean Tugatuk,House,0,AK-00,AK-00-tugatuk_raysean-,tugatuk,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
1242,Thomas Lamb,House,0,AK-00,AK-00-lamb_thomas-,lamb,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2020
1243,William Hibler,House,0,AK-00,AK-00-hibler_william-,hibler,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-0.81,NA,-0.81,0,0,0,0,NA,-0.870059059,0.5,-0.81,0.0643,967,NA,NA,NA,0,NA,NA,1,0,-0.81,NA,0.21,NA,2020
1244,Bill Hightower,House,0,AL-01,AL-01-hightower_bill-,hightower,0,R,NA,NA,bill,AL,AL-01-hightower_bill-,1.292,1.653,1.338,AL01,NA,14,1.32,1.4,1.27,0.37,0,0,0,NA,1.034735001,0.5,1.27,0.0459,720,1.4,0.0182,5066,0,NA,NA,1,1,1.27,1.4,0.91,-0.028,2020
1245,Chris Pringle,House,0,AL-01,AL-01-pringle_chris-,pringle,0,R,NA,NA,christopher,AL,AL-01-pringle_christopher-,1.137,1.219,1.167,AL01,NA,15,1.15,1.15,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.15,0.0261,3437,0,NA,NA,1,1,NA,1.15,0.87,-0.013,2020
1246,John Castorani,House,0,AL-01,AL-01-castorani_john-,castorani,0,R,NA,NA,john,AL,AL-01-castorani_john-,1.233,NA,1.233,AL01,NA,18,1.49,1.65,1.34,0.47,0,0,0,NA,1.034735001,0.5,1.34,0.0654,453,1.65,0.0199,4758,0,806,NA,1,1,1.34,1.65,0.93,-0.257,2020
1247,Kiani Gardner,House,0,AL-01,AL-01-gardner_kiani-,gardner,0,D,NA,NA,kiani,AL,AL-01-gardner_kiani-,-0.766,-1.001,-0.766,AL01,NA,19,-0.88,-1.23,-0.61,0.44,0,0,0,NA,-0.870059059,0.5,-0.61,0.07,685,-1.23,0.0214,6236,0,1463,NA,1,0,-0.61,-1.23,0.19,0.114,2020
1248,Rick Collins,House,0,AL-01,AL-01-collins_rick-,collins,0,D,NA,NA,frederick,AL,AL-01-collins_frederick-,-0.118,NA,-0.118,AL01,NA,20,-0.82,NA,-0.82,0,0,0,0,NA,-0.870059059,0.5,-0.82,0.0668,846,NA,NA,NA,0,NA,NA,1,0,-0.82,NA,0.21,0.702,2020
1249,Wes Lambert,House,0,AL-01,AL-01-lambert_wes-,lambert,0,R,NA,NA,douglas,AL,AL-01-lambert_douglas-,1.206,NA,1.206,AL01,NA,21,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
1250,Bob Rogers,House,0,AL-02,AL-02-rogers_bob-,rogers,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2020
1251,Jeff Coleman,House,0,AL-02,AL-02-coleman_jeff-,coleman,0,R,NA,NA,jeff,AL,AL-02-coleman_jeff-,1.156,1.7,1.156,AL02,NA,24,1.15,1.1,1.21,0.53,0,0,0,NA,1.034735001,0.5,1.21,0.0748,310,1.1,0.0238,4129,0,NA,NA,1,1,1.21,1.1,0.87,0.006,2020
1252,Jessica Taylor,House,0,AL-02,AL-02-taylor_jessica-,taylor,0,R,NA,NA,jessica,AL,AL-02-taylor_jessica-,1.3,1.692,1.302,AL02,NA,25,1.6,1.6,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.6,0.0213,4103,0,21456,NA,1,1,NA,1.6,0.95,-0.3,2020
1253,Nathan Mathis,House,0,AL-02,AL-02-mathis_nathan-,mathis,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,-0.8,-0.8,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-0.8,0.1164,201,0,NA,NA,1,0,NA,-0.8,0.21,NA,2020
1254,Terri Hasdorff,House,0,AL-02,AL-02-hasdorff_terri-,hasdorff,0,R,NA,NA,terri,AL,AL-02-hasdorff_terri-,1.219,NA,1.219,AL02,NA,28,1.23,1.51,1.22,0.03,0,0,0,NA,1.034735001,0.5,1.22,0.0391,1136,1.51,0.0669,413,0,NA,NA,1,1,1.22,1.51,0.89,-0.011,2020
1255,Thomas Brown,House,0,AL-02,AL-02-brownjr_thomas-,brown,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1.26,NA,1.26,0,0,0,0,NA,1.034735001,0.5,1.26,0.0295,2672,NA,NA,NA,0,NA,NA,1,1,1.26,NA,0.9,NA,2020
